carat,cut,colour,clarity,Length,Width,height,depth ratio,table,Grading,price
0.7,Very Good,H,VS1,5.74,5.76,3.42,59.5,60.0,Mid  ,2421
0.91,Premium,F,SI2,6.14,6.09,3.83,62.6,58.0,Mid  ,3746
1.06,Premium,G,VS1,6.58,6.51,4.07,62.2,55.0,High  ,6853
0.3,Ideal,F,IF,4.33,4.36,2.71,62.4,54.0, Low  ,886
0.53,Ideal,F,VS1,5.21,5.16,3.22,62.1,57.0,Mid  ,1908
0.92,Ideal,F,SI1,6.25,6.19,3.87,62.2,55.0,Mid  ,3400
0.61,Ideal,F,VVS2,5.47,5.49,3.34,61.1,57.0,Mid  ,3248
1.07,Ideal,E,VVS2,6.57,6.62,4.04,61.3,56.0,High  ,12031
0.31,Good,F,VS1,4.3,4.27,2.74,63.9,55.0, Low  ,779
1.02,Ideal,H,SI2,6.47,6.52,3.99,61.4,58.0,Mid  ,4766
1.5,Premium,I,VS2,7.33,7.36,4.49,61.1,60.0,High  ,9471
1.18,Very Good,J,SI2,6.68,6.74,4.26,63.5,57.0,Mid  ,4294
1.16,Very Good,E,VS2,6.63,6.7,4.14,62.1,58.0,High  ,8520
0.55,Very Good,F,SI1,5.29,5.35,3.22,60.5,59.0,Mid  ,1370
1.25,Ideal,H,SI2,6.89,6.94,4.29,62.2,55.4,Mid  ,5932
0.33,Premium,G,VVS1,4.44,4.42,2.71,61.2,60.0,Mid  ,1114
1.1,Ideal,F,SI2,6.58,6.62,4.12,62.4,56.0,Mid  ,5596
1.0,Very Good,H,SI1,6.37,6.42,3.99,62.4,58.0,Mid  ,4574
1.11,Very Good,F,VVS2,6.74,6.79,4.02,59.4,58.0,High  ,11650
0.44,Very Good,E,VS1,4.94,5.01,2.97,59.7,59.0,Mid  ,1090
2.01,Premium,H,SI2,8.11,8.06,5.04,62.3,58.0,High  ,15917
0.32,Ideal,F,VVS2,4.41,4.39,2.73,62.0,55.0,Mid  ,1008
2.07,Premium,E,SI2,8.24,8.19,5.04,61.4,58.0,High  ,13786
0.73,Ideal,G,VS1,5.81,5.87,3.55,60.8,58.0,Mid  ,3342
1.01,Very Good,E,SI1,6.4,6.37,4.03,63.1,57.0,Mid  ,5973
2.01,Premium,J,VS1,8.23,8.16,4.93,60.2,61.0,High  ,12963
1.25,Ideal,G,SI1,6.98,7.05,4.26,60.7,56.0,High  ,8226
0.53,Ideal,G,SI1,5.15,5.19,3.24,62.7,55.0,Mid  ,1308
0.55,Good,G,SI1,5.22,5.16,3.3,63.6,61.0,Mid  ,1213
0.43,Premium,G,VS1,4.88,4.83,3.0,61.8,59.0,Mid  ,1008
0.32,Ideal,G,IF,4.44,4.48,2.72,61.0,57.0, Low  ,918
1.5,Very Good,E,VS1,7.43,7.46,4.43,59.5,61.0,High  ,16988
0.41,Ideal,F,SI1,4.81,4.84,2.92,60.5,56.0, Low  ,909
0.5,Fair,G,VS1,5.03,4.91,3.27,65.8,57.0,Mid  ,1350
0.41,Ideal,G,VS2,4.79,4.75,2.99,62.7,55.0,Mid  ,1061
1.0,Ideal,J,SI2,6.49,6.38,3.94,61.2,56.0,Mid  ,2657
1.17,Very Good,G,VS2,6.73,6.71,4.25,63.2,57.0,High  ,7076
2.09,Premium,H,SI1,8.32,8.25,5.01,60.5,61.0,High  ,12063
1.7,Good,I,SI1,7.72,7.77,4.59,59.3,58.0,High  ,10796
0.41,Good,E,SI1,4.73,4.75,3.01,63.5,55.0, Low  ,654
1.0,Premium,F,SI2,6.44,6.35,3.94,61.6,58.0,Mid  ,4480
0.3,Good,J,VVS2,4.41,4.44,2.54,57.4,61.0, Low  ,483
1.21,Premium,E,SI1,6.75,6.7,4.24,63.0,57.0,Mid  ,6261
0.71,Premium,I,VS2,5.66,5.62,3.55,62.9,60.0,Mid  ,2362
0.74,Good,D,SI1,5.71,5.74,3.61,63.1,59.0,Mid  ,2753
1.2,Premium,G,VS1,6.72,6.64,4.19,62.5,59.0,High  ,8056
3.02,Fair,I,I1,9.11,9.02,5.91,65.2,56.0,High  ,10577
1.05,Premium,G,SI2,6.5,6.45,4.05,62.5,60.0,Mid  ,4318
0.35,Very Good,I,VVS2,4.52,4.54,2.78,61.3,56.0, Low  ,620
0.39,Very Good,F,IF,4.73,4.77,2.89,60.8,55.0,Mid  ,1131
1.11,Ideal,D,VS2,6.69,6.71,4.1,61.2,57.0,High  ,10443
0.44,Good,D,VVS1,4.96,5.0,2.95,59.2,57.0,Mid  ,2250
0.3,Ideal,E,VS2,4.34,4.3,2.67,61.8,56.0, Low  ,844
0.52,Ideal,E,VS2,5.23,5.21,3.18,60.9,57.0,Mid  ,1815
0.43,Premium,G,VS2,4.81,4.85,3.01,62.3,58.0, Low  ,867
1.32,Premium,G,SI1,7.12,7.06,4.3,60.6,58.0,High  ,7676
0.52,Good,D,VS2,5.08,5.13,3.24,63.5,57.0,Mid  ,1701
0.5,Ideal,E,VS2,5.09,5.14,3.15,61.6,55.0,Mid  ,1624
0.23,Good,F,VS1,3.86,3.89,2.45,63.2,58.0, Low  ,376
1.18,Ideal,I,VVS1,6.92,6.99,4.15,59.7,54.0,Mid  ,6378
0.4,Very Good,D,VS1,4.66,4.72,2.97,63.3,57.0, Low  ,967
0.54,Ideal,H,VVS1,5.32,5.27,3.2,60.4,55.0,Mid  ,1944
2.26,Ideal,I,SI2,8.36,8.44,5.17,61.5,57.0,High  ,15606
1.01,Very Good,F,SI2,6.43,6.38,3.96,61.8,56.0,Mid  ,4298
2.52,Ideal,I,SI1,8.76,8.69,5.37,61.5,56.0,High  ,17231
0.24,Ideal,E,VVS2,4.01,4.04,2.48,61.6,56.0, Low  ,678
1.02,Premium,J,VS2,6.57,6.53,3.86,58.9,60.0,Mid  ,3651
2.02,Very Good,H,VS2,8.08,8.21,5.01,61.5,59.0,High  ,17887
0.31,Ideal,I,SI2,4.39,4.43,2.69,61.0,56.0, Low  ,379
1.2,Premium,J,VS1,6.77,6.72,4.18,62.0,59.0,Mid  ,4704
1.25,Premium,H,VS1,6.96,6.93,4.26,61.3,55.0,High  ,8099
1.06,Very Good,G,SI1,6.44,6.47,4.09,63.4,58.0,Mid  ,5163
0.3,Ideal,G,VVS2,4.26,4.29,2.68,62.7,57.0, Low  ,684
0.31,Very Good,H,VS2,4.34,4.31,2.73,63.1,58.0, Low  ,628
0.3,Very Good,E,VS2,4.21,4.25,2.65,62.6,62.0, Low  ,614
0.76,Very Good,E,VS1,5.84,5.89,3.64,62.1,58.0,Mid  ,3415
0.43,Good,F,VS1,4.99,5.03,2.9,57.9,61.0, Low  ,931
0.9,Very Good,G,VS2,6.12,6.14,3.83,62.5,57.0,Mid  ,4600
1.5,Very Good,G,VS2,7.4,7.3,4.49,61.1,60.0,High  ,13528
0.9,Very Good,D,VS1,6.13,6.18,3.88,63.0,56.0,Mid  ,5757
0.7,Very Good,I,VS1,5.69,5.72,3.55,62.2,57.0,Mid  ,2332
0.3,Ideal,H,VS2,4.28,4.31,2.66,61.9,55.0, Low  ,496
0.3,Very Good,I,VVS1,4.32,4.34,2.62,60.5,60.0, Low  ,552
1.24,Ideal,G,VS2,6.95,6.89,4.31,62.3,57.0,High  ,8799
2.0,Fair,H,SI2,7.9,7.67,5.35,68.7,55.0,High  ,9549
1.2,Premium,H,SI2,6.81,6.76,4.24,62.5,58.0,Mid  ,5376
1.5,Fair,H,VS1,7.25,7.2,4.68,64.8,55.0,High  ,8044
0.57,Premium,E,VS2,5.31,5.34,3.25,61.0,58.0,Mid  ,1851
1.01,Very Good,F,SI2,6.57,6.62,3.9,59.1,57.0,Mid  ,4304
0.5,Ideal,F,VS2,5.1,5.07,3.2,62.9,55.0,Mid  ,1654
1.02,Very Good,E,SI2,6.36,6.43,4.02,62.9,56.0,Mid  ,4398
0.5,Very Good,D,SI2,5.03,5.0,3.18,63.4,59.0,Mid  ,1243
0.62,Premium,G,SI1,5.6,5.56,3.31,59.3,58.0,Mid  ,1253
1.52,Fair,H,SI1,7.14,7.1,4.65,65.3,58.0,High  ,8001
1.41,Good,D,SI2,7.08,7.0,4.5,63.9,60.0,High  ,7501
0.54,Ideal,H,VS2,5.22,5.27,3.25,62.0,54.0,Mid  ,1378
0.72,Very Good,H,VS1,5.72,5.77,3.61,62.8,56.0,Mid  ,2206
0.57,Ideal,F,VVS2,5.35,5.38,3.25,60.6,56.0,Mid  ,2722
0.3,Very Good,E,VS2,4.32,4.35,2.72,62.7,53.0, Low  ,603
0.4,Premium,D,VS1,4.79,4.81,2.84,59.2,59.0,Mid  ,1123
0.52,Ideal,G,VS1,5.21,5.24,3.22,61.6,54.0,Mid  ,1721
0.96,Very Good,E,VS2,6.47,6.51,3.81,58.7,58.0,Mid  ,5997
0.51,Premium,G,VS1,5.2,5.16,3.16,61.0,58.0,Mid  ,1591
0.32,Very Good,G,VS1,4.45,4.48,2.71,60.8,56.0, Low  ,660
0.3,Ideal,E,VS2,4.4,4.32,2.68,61.5,55.0, Low  ,844
0.5,Ideal,H,VVS1,5.17,5.13,3.12,60.6,55.0,Mid  ,1838
1.02,Premium,D,IF,6.52,6.45,3.99,61.5,60.0,High  ,15370
1.57,Very Good,F,SI1,7.55,7.6,4.57,60.3,57.0,High  ,11998
1.57,Ideal,I,SI1,7.42,7.47,4.63,62.2,56.0,High  ,10633
0.57,Ideal,G,VS1,5.34,5.38,3.29,61.4,55.0,Mid  ,1972
2.12,Premium,I,SI2,8.3,8.27,5.02,60.6,59.0,High  ,15235
0.32,Ideal,H,VVS1,4.37,4.38,2.72,62.2,56.0, Low  ,730
1.0,Premium,E,VS2,6.41,6.38,3.92,61.3,58.0,High  ,7168
0.51,Ideal,E,VS1,5.14,5.16,3.16,61.4,56.0,Mid  ,2233
0.44,Ideal,H,IF,4.89,4.93,3.02,61.5,56.0,Mid  ,1185
1.53,Premium,F,VS2,7.36,7.27,4.55,62.2,58.0,High  ,13423
1.12,Premium,H,SI1,6.69,6.59,4.13,62.0,56.0,Mid  ,4572
0.81,Ideal,E,SI1,5.98,6.01,3.71,61.9,55.0,Mid  ,3913
1.23,Ideal,F,SI2,6.89,6.93,4.28,61.9,56.0,Mid  ,5163
0.53,Ideal,D,VS2,5.2,5.23,3.2,61.4,56.0,Mid  ,1857
1.18,Ideal,G,VVS2,6.86,6.81,4.19,61.3,55.0,High  ,10308
0.3,Very Good,D,VS2,4.23,4.28,2.66,62.5,59.0, Low  ,710
0.31,Premium,F,VS2,4.34,4.3,2.68,62.0,60.0, Low  ,802
1.7,Premium,H,VS2,7.6,7.54,4.72,62.4,57.0,High  ,13298
1.14,Ideal,F,VS2,6.73,6.78,4.14,61.4,56.0,High  ,8017
0.42,Very Good,F,VS1,4.84,4.88,2.91,59.9,61.0,Mid  ,1031
1.05,Ideal,I,VS2,6.57,6.63,3.98,60.3,57.0,Mid  ,5697
0.37,Ideal,F,VVS1,4.62,4.65,2.84,61.3,55.0, Low  ,960
1.01,Very Good,G,VS1,6.36,6.46,4.02,62.7,56.0,Mid  ,6326
1.04,Ideal,H,SI1,6.49,6.44,3.96,61.3,55.0,Mid  ,3984
1.25,Premium,G,VS2,6.87,6.8,4.28,62.6,58.0,High  ,8820
0.26,Good,D,VVS1,4.05,4.1,2.62,64.3,55.0, Low  ,532
1.21,Very Good,H,VS1,6.71,6.75,4.21,62.6,58.0,High  ,7445
0.31,Ideal,G,IF,4.37,4.39,2.7,61.7,55.0, Low  ,871
0.32,Very Good,G,SI1,4.36,4.39,2.72,62.2,57.0, Low  ,505
1.01,Premium,E,SI2,6.46,6.49,3.91,60.4,60.0,Mid  ,4790
0.54,Ideal,F,VVS2,5.27,5.3,3.21,60.7,56.0,Mid  ,2582
0.71,Ideal,D,VS1,5.72,5.78,3.5,60.9,58.0,Mid  ,3716
0.71,Premium,E,VS2,5.79,5.76,3.59,62.2,59.0,Mid  ,3101
2.08,Ideal,E,SI2,8.28,8.32,5.0,60.2,60.0,High  ,18128
0.35,Very Good,G,IF,4.59,4.62,2.72,59.1,59.0,Mid  ,1044
1.0,Premium,E,VVS2,6.32,6.34,3.97,62.7,60.0,High  ,8888
1.05,Very Good,I,SI1,6.49,6.45,4.05,62.6,56.0,Mid  ,4688
2.09,Premium,H,SI2,8.23,8.2,5.0,60.9,58.0,High  ,13119
0.51,Ideal,G,VS1,5.1,5.15,3.17,61.8,56.0,Mid  ,1852
1.03,Very Good,I,SI2,6.38,6.4,4.06,63.5,58.0,Mid  ,5884
0.7,Fair,I,VS2,5.55,5.49,3.57,64.7,60.0,Mid  ,2117
1.22,Premium,I,VS2,6.93,6.87,4.16,60.3,59.0,Mid  ,6217
1.07,Very Good,H,VS2,6.57,6.63,4.06,61.5,57.0,Mid  ,5254
1.11,Ideal,E,SI1,6.62,6.63,4.13,62.5,54.0,High  ,6737
0.9,Very Good,D,SI2,6.11,6.15,3.81,62.2,57.0,Mid  ,3975
1.02,Ideal,G,SI2,6.4,6.51,4.0,62.0,55.0,Mid  ,4366
1.69,Premium,G,VVS2,7.59,7.51,4.75,62.9,58.0,High  ,15889
0.51,Very Good,E,VVS2,5.19,5.21,3.12,60.0,58.0,Mid  ,2062
1.08,Very Good,E,SI2,6.65,6.73,4.0,59.8,59.0,Mid  ,4415
1.27,Ideal,H,VS2,6.88,6.92,4.34,62.9,54.0,High  ,7937
0.31,Ideal,D,SI1,4.33,4.35,2.67,61.5,56.0, Low  ,571
0.36,Premium,D,VS2,4.6,4.63,2.79,60.5,58.0, Low  ,852
0.7,Premium,E,SI1,5.68,5.64,3.49,61.7,62.0,Mid  ,2592
0.55,Ideal,G,VS1,5.27,5.31,3.22,60.9,55.0,Mid  ,1841
1.01,Premium,G,VS2,6.35,6.37,3.95,62.1,60.0,Mid  ,5839
1.85,Very Good,H,I1,7.8,7.75,4.92,63.3,56.0,Mid  ,5688
0.53,Premium,D,VS2,5.29,5.26,3.16,59.9,58.0,Mid  ,1825
1.0,Good,G,VS2,6.24,6.33,3.94,62.7,58.0,Mid  ,5068
0.5,Ideal,E,VVS2,5.09,5.12,3.13,61.7,55.7,Mid  ,2206
0.88,Very Good,F,VVS2,6.09,6.13,3.79,62.0,59.0,Mid  ,5052
1.04,Very Good,H,VS2,6.45,6.42,4.07,63.2,58.0,Mid  ,4911
1.77,Premium,E,VS2,7.78,7.71,4.77,61.6,58.0,High  ,15278
0.73,Fair,G,VS2,5.91,5.81,3.52,60.1,65.0,Mid  ,2401
1.02,Premium,H,SI2,6.54,6.5,3.9,59.8,59.0,Mid  ,4284
2.06,Premium,G,SI2,8.15,8.1,5.02,61.8,58.0,High  ,16587
1.14,Ideal,E,SI2,6.69,6.63,4.17,62.6,56.0,Mid  ,5005
0.7,Very Good,H,VS1,5.68,5.72,3.55,62.3,57.0,Mid  ,2540
0.9,Very Good,E,SI2,6.31,6.35,3.76,59.4,58.0,Mid  ,3872
0.7,Ideal,I,SI2,5.7,5.73,3.5,61.3,57.0,Mid  ,1961
0.5,Premium,D,VS2,5.03,4.96,3.14,62.9,61.0,Mid  ,1845
0.58,Ideal,E,VS2,5.33,5.35,3.31,62.0,57.0,Mid  ,1752
0.51,Premium,E,SI1,5.15,5.11,3.17,61.8,58.0,Mid  ,1443
0.7,Premium,F,SI1,5.77,5.74,3.42,59.4,60.0,Mid  ,2239
1.01,Very Good,G,VS2,6.42,6.4,4.0,62.4,58.0,Mid  ,6019
0.35,Ideal,D,SI2,4.57,4.53,2.81,61.8,57.0, Low  ,669
0.38,Ideal,G,VVS2,4.67,4.71,2.89,61.5,55.2, Low  ,929
0.71,Very Good,E,SI1,5.8,5.85,3.51,60.3,58.0,Mid  ,2570
1.51,Premium,F,SI1,7.32,7.27,4.54,62.2,58.0,High  ,11374
2.09,Ideal,I,SI2,8.13,8.09,5.11,63.0,57.0,High  ,14838
0.41,Premium,H,VVS1,4.79,4.85,2.91,60.4,58.0,Mid  ,1043
1.04,Good,G,VS1,6.6,6.64,3.9,58.9,64.0,Mid  ,6151
1.01,Good,H,SI2,6.37,6.32,4.04,63.7,55.0,Mid  ,4072
0.31,Ideal,E,VS2,4.4,4.33,2.68,61.4,54.0, Low  ,872
0.41,Ideal,F,VVS2,4.85,4.83,2.91,60.1,57.0,Mid  ,1192
0.51,Ideal,D,SI1,5.11,5.08,3.19,62.6,57.0,Mid  ,1619
0.39,Premium,D,VS2,4.76,4.74,2.86,60.2,59.0,Mid  ,1024
0.31,Ideal,D,SI1,4.38,4.34,2.69,61.7,57.0, Low  ,732
0.7,Very Good,E,SI1,5.69,5.72,3.58,62.8,56.0,Mid  ,2239
1.5,Very Good,H,VS2,7.26,7.21,4.57,63.2,58.0,High  ,7484
1.5,Premium,H,SI2,7.43,7.35,4.45,60.2,59.0,Mid  ,5937
0.31,Ideal,G,VVS2,4.38,4.42,2.64,60.0,58.0, Low  ,661
0.32,Premium,H,VS2,4.41,4.39,2.67,60.7,61.0, Low  ,648
0.36,Ideal,D,VS1,4.58,4.62,2.84,61.7,55.0,Mid  ,1094
0.44,Ideal,G,VVS1,4.91,4.93,3.01,61.3,56.0,Mid  ,1202
0.42,Ideal,E,VVS2,4.78,4.8,2.96,61.8,56.0,Mid  ,1216
0.3,Ideal,F,VVS2,4.32,4.34,2.67,61.7,56.0, Low  ,694
1.01,Premium,G,VS2,6.46,6.37,3.92,61.1,60.0,Mid  ,5701
1.0,Premium,G,SI1,6.45,6.37,3.99,62.2,58.0,Mid  ,5292
1.23,Very Good,D,SI1,6.8,6.87,4.26,62.3,57.0,High  ,8079
0.32,Premium,H,VS2,4.35,4.4,2.7,61.7,59.0, Low  ,505
0.32,Premium,F,SI2,4.48,4.43,2.66,59.7,59.0, Low  ,540
1.05,Good,I,VS2,6.42,6.47,4.07,63.1,58.0,Mid  ,4529
0.31,Good,H,VVS1,4.25,4.31,2.7,63.1,57.0, Low  ,707
0.39,Very Good,G,VS1,4.65,4.69,2.88,61.7,62.0, Low  ,741
1.32,Very Good,H,SI1,7.04,6.99,4.37,62.3,57.0,High  ,7270
0.93,Premium,F,SI2,6.36,6.31,3.8,60.0,60.0,Mid  ,3333
0.76,Premium,E,SI2,6.01,5.96,3.55,59.3,62.0,Mid  ,2329
0.5,Premium,E,VS2,5.15,5.13,3.1,60.3,58.0,Mid  ,1920
0.7,Ideal,F,SI1,5.66,5.7,3.56,62.7,57.0,Mid  ,2515
0.53,Very Good,E,VS2,5.26,5.31,3.08,58.3,62.0,Mid  ,1607
0.5,Very Good,E,VVS2,5.07,5.11,3.1,60.9,59.0,Mid  ,2003
0.9,Fair,J,VS2,6.08,6.04,3.94,65.0,56.0,Mid  ,2815
0.34,Ideal,E,SI1,4.47,4.42,2.8,63.0,55.0, Low  ,765
1.0,Very Good,E,SI1,6.28,6.32,3.99,63.3,57.0,Mid  ,5113
1.04,Very Good,F,SI2,6.39,6.34,4.02,63.2,58.0,Mid  ,4013
0.33,Ideal,F,VVS1,4.51,4.53,2.74,60.6,57.0, Low  ,880
0.3,Ideal,F,VVS2,4.3,4.34,2.64,61.1,57.0, Low  ,736
0.35,Ideal,I,VVS1,4.53,4.56,2.81,61.8,55.0, Low  ,627
0.32,Ideal,H,SI1,4.4,4.42,2.69,61.0,56.0, Low  ,479
0.26,Very Good,E,VVS2,4.08,4.12,2.52,61.5,58.0, Low  ,597
0.3,Very Good,G,VVS2,4.27,4.3,2.67,62.4,56.0, Low  ,631
0.38,Ideal,F,VVS1,4.73,4.69,2.87,60.9,57.0,Mid  ,1160
0.31,Premium,I,VS2,4.34,4.37,2.65,60.8,58.0, Low  ,435
0.5,Good,G,VVS2,4.97,5.05,3.22,64.4,57.0,Mid  ,1991
1.51,Ideal,E,VS2,7.47,7.37,4.54,61.2,57.0,High  ,15025
0.5,Very Good,E,VS2,5.09,5.06,3.22,63.4,59.0,Mid  ,1629
0.31,Premium,G,SI1,4.32,4.35,2.68,61.8,58.0, Low  ,431
1.02,Ideal,G,IF,6.43,6.5,4.03,62.3,57.0,High  ,8955
0.53,Good,H,VS1,5.41,5.36,3.1,57.6,64.0,Mid  ,1282
0.31,Good,H,VS2,4.28,4.31,2.71,63.1,57.0, Low  ,489
1.02,Ideal,D,SI1,6.51,6.56,4.0,61.2,56.0,Mid  ,6040
1.0,Ideal,H,SI1,6.37,6.34,3.9,61.4,57.0,Mid  ,4564
0.3,Very Good,G,VS2,4.29,4.25,2.64,61.8,60.0, Low  ,505
0.55,Ideal,F,SI2,5.22,5.26,3.27,62.4,56.0,Mid  ,1175
0.37,Ideal,F,VVS1,4.6,4.63,2.86,62.0,55.0,Mid  ,1049
1.19,Premium,H,SI1,6.73,6.66,4.2,62.7,61.0,Mid  ,5698
0.55,Ideal,G,VVS1,5.28,5.26,3.24,61.5,55.0,Mid  ,2473
0.52,Ideal,D,VS2,5.14,5.17,3.23,62.7,53.0,Mid  ,1822
2.02,Premium,H,SI2,8.15,8.08,4.98,61.4,59.0,High  ,15606
0.56,Ideal,D,SI1,5.31,5.29,3.28,61.9,55.0,Mid  ,1803
0.59,Very Good,H,VVS1,5.35,5.38,3.42,63.7,56.0,Mid  ,1870
0.41,Ideal,E,VS1,4.75,4.78,2.96,62.1,56.0,Mid  ,1079
1.59,Ideal,J,VS2,7.45,7.39,4.66,62.9,58.0,High  ,8681
0.83,Ideal,F,SI1,6.01,6.06,3.73,61.8,55.0,Mid  ,4009
1.81,Good,G,SI2,7.99,8.04,4.72,58.9,55.0,High  ,11336
0.54,Ideal,F,VS2,5.27,5.29,3.2,60.5,56.0,Mid  ,1680
0.41,Ideal,E,VS2,4.76,4.74,2.95,62.1,56.0, Low  ,999
2.24,Ideal,I,SI2,8.43,8.37,5.18,61.7,58.0,High  ,16709
2.21,Premium,H,SI2,8.27,8.23,5.19,62.9,60.0,High  ,13369
0.43,Ideal,E,SI1,4.79,4.82,3.01,62.6,56.0, Low  ,760
0.3,Good,G,VS1,4.21,4.26,2.69,63.5,58.0, Low  ,565
0.56,Good,F,VS1,5.36,5.42,3.19,59.1,62.0,Mid  ,1712
0.31,Ideal,E,IF,4.37,4.35,2.7,61.9,56.0,Mid  ,1133
0.8,Premium,F,VS2,5.99,5.91,3.69,62.0,61.0,Mid  ,3369
0.3,Very Good,E,VS1,4.26,4.29,2.71,63.4,55.0, Low  ,660
1.09,Ideal,F,SI1,6.61,6.59,4.09,62.0,56.0,Mid  ,5922
0.3,Premium,G,SI1,4.34,4.31,2.64,61.0,57.0, Low  ,574
0.32,Premium,E,VS2,4.36,4.4,2.74,62.6,58.0, Low  ,702
0.71,Very Good,G,VVS2,5.75,5.77,3.5,60.8,58.0,Mid  ,2977
1.54,Very Good,H,SI1,7.32,7.45,4.59,62.2,58.0,High  ,10279
0.52,Good,G,VS1,5.09,5.12,3.23,63.3,55.0,Mid  ,1689
1.22,Premium,I,VS2,6.93,6.89,4.19,60.6,58.0,Mid  ,6149
0.4,Ideal,G,VS1,4.74,4.72,2.95,62.4,57.0,Mid  ,1125
0.36,Ideal,F,VS2,4.57,4.6,2.82,61.5,55.0, Low  ,629
0.57,Very Good,F,VS1,5.27,5.31,3.34,63.2,56.0,Mid  ,1741
0.32,Ideal,I,VS1,4.37,4.41,2.72,62.0,54.0, Low  ,523
0.74,Very Good,E,VS1,5.78,5.76,3.66,63.4,55.0,Mid  ,3357
0.84,Very Good,J,VS1,6.03,6.05,3.74,61.9,58.0,Mid  ,2544
1.0,Very Good,D,SI2,6.29,6.39,3.98,62.8,58.0,Mid  ,4595
1.7,Premium,D,SI2,7.67,7.6,4.81,63.0,59.0,High  ,11138
0.32,Ideal,D,SI1,4.43,4.4,2.69,60.9,56.0, Low  ,756
0.26,Very Good,F,VVS2,4.14,4.17,2.55,61.4,56.0, Low  ,657
0.71,Very Good,F,VS2,5.66,5.6,3.56,63.2,59.0,Mid  ,2319
1.03,Good,D,SI2,6.6,6.67,3.82,57.6,58.0,Mid  ,4177
1.17,Ideal,I,VS1,6.74,6.79,4.16,61.5,57.0,Mid  ,5892
1.56,Very Good,H,SI2,7.47,7.52,4.49,59.9,59.0,High  ,8317
1.07,Ideal,H,VS2,6.52,6.55,4.04,61.8,56.0,Mid  ,5108
0.61,Ideal,E,VS2,5.47,5.51,3.37,61.4,56.0,Mid  ,2434
1.01,Premium,F,SI2,6.37,6.35,3.98,62.6,60.0,Mid  ,4497
0.31,Ideal,E,VS2,4.32,4.36,2.7,62.2,55.0, Low  ,642
2.11,Premium,I,SI2,8.23,8.13,5.1,62.3,56.0,High  ,13701
0.54,Ideal,E,VS1,5.25,5.17,3.23,62.0,56.0,Mid  ,2041
0.86,Fair,G,VS2,5.89,5.97,3.94,66.5,54.1,Mid  ,3418
0.91,Premium,F,SI2,6.22,6.29,3.86,61.7,58.0,Mid  ,3609
0.42,Ideal,H,IF,4.82,4.79,2.93,61.0,56.0,Mid  ,1213
0.32,Ideal,I,VS1,4.44,4.46,2.71,60.9,56.0, Low  ,505
0.54,Premium,G,SI1,5.26,5.21,3.23,61.6,58.0,Mid  ,1439
1.31,Ideal,G,SI1,6.97,6.87,4.4,63.4,57.0,High  ,7277
0.9,Good,F,SI1,6.18,5.99,3.82,62.8,64.0,Mid  ,3659
0.82,Premium,J,SI1,5.98,5.94,3.71,62.2,58.0,Mid  ,2083
1.51,Fair,F,SI2,7.2,7.08,4.67,65.4,56.0,Mid  ,5919
0.91,Premium,H,VS2,6.18,6.23,3.84,61.9,59.0,Mid  ,4201
0.3,Premium,D,VVS2,4.33,4.34,2.63,60.7,59.0, Low  ,741
2.01,Very Good,H,SI2,7.97,7.89,5.03,63.4,60.0,High  ,11780
0.31,Very Good,D,SI2,4.3,4.35,2.72,62.9,54.0, Low  ,462
0.71,Ideal,F,VS1,5.7,5.73,3.58,62.6,57.0,Mid  ,3199
0.7,Premium,F,SI1,5.84,5.78,3.49,60.1,56.0,Mid  ,2394
1.5,Very Good,E,SI2,7.39,7.44,4.5,60.7,55.0,High  ,9900
0.56,Ideal,F,SI1,5.33,5.35,3.26,61.1,55.9,Mid  ,1685
1.64,Ideal,I,VS1,7.68,7.62,4.64,60.5,57.0,High  ,11305
0.32,Ideal,D,VS2,4.42,4.46,2.71,61.0,57.0, Low  ,758
0.43,Ideal,I,VS1,4.88,4.9,3.02,61.8,55.0,Mid  ,1218
0.43,Good,G,SI1,4.83,4.79,3.06,63.6,55.0, Low  ,903
0.5,Very Good,E,VS2,5.05,5.11,3.14,61.8,58.0,Mid  ,1624
1.01,Fair,D,VS2,6.21,6.16,4.06,65.6,61.0,Mid  ,6176
0.38,Premium,D,SI2,4.68,4.62,2.84,61.1,58.0, Low  ,812
1.28,Ideal,I,VS2,7.04,6.97,4.3,61.4,57.0,Mid  ,6308
0.66,Very Good,E,VS1,5.64,5.69,3.45,61.0,57.8,Mid  ,2618
1.02,Good,J,SI2,6.34,6.38,4.01,63.1,58.0,Mid  ,3298
0.53,Ideal,G,VVS2,5.18,5.2,3.21,61.8,58.0,Mid  ,1941
0.72,Ideal,E,VVS1,5.74,5.79,3.54,61.4,57.0,Mid  ,4864
0.58,Ideal,G,VS1,5.44,5.4,3.26,60.1,55.0,Mid  ,1830
0.64,Premium,F,VS2,5.53,5.5,3.43,62.2,55.0,Mid  ,2131
0.24,Ideal,H,VVS1,3.99,4.03,2.5,62.4,56.0, Low  ,449
0.9,Very Good,F,SI2,6.13,6.17,3.85,62.6,56.0,Mid  ,3368
2.04,Premium,H,SI2,8.23,8.14,4.98,60.8,58.0,High  ,14945
2.11,Ideal,H,SI2,8.3,8.25,5.09,61.5,57.0,High  ,12179
1.75,Premium,F,SI2,7.97,7.92,4.61,58.0,59.0,High  ,8820
0.26,Very Good,D,VVS1,4.03,4.12,2.53,62.1,60.0, Low  ,554
1.19,Very Good,H,SI1,6.84,6.87,4.17,60.8,59.0,Mid  ,5595
